2064035;3917642;6186152
1593501;2861000;4501419
210495731;350430521;509938616
97914047;166936522;275658380
499525;577580;847185
61600;93007;97898
572036107;900085240;1385959570
228268752;383043891;667742098
848481;1085308;1267980
4220701;6384000;9552500
27553280;43905790;63240157
6104;8051;9419
10074490;18684893;33991590
6788211;12547754;23757636
42662150;49968811;49175848
1175211032;1746186708;2304421224
2538651;2915775;3321242
180671000;227225000;282162411
8789492;15951899;24650400
80948;100506;107897
8146845;15343917;24481477
8036;11003;20643
32000;97000;108639
34743000;53700000;77630900
63701;115634;185058
3035055570;4436734568;6115444311
108645;155554;174614
5166311;8059381;17795219
17396000;27576000;44000000
15248246;26357407;48048664
3049586;5929497;10585220
3752390;7289083;12499981
